model_PTC-Net_20250823_1745_epoch_001, 41.49, 21.97, 48.44, 26.47, 46.03, 29.77, 43.78, 32.60, 44.94, 27.70
model_PTC-Net_20250823_1745_epoch_010, 69.56, 48.81, 74.03, 49.03, 66.60, 47.32, 63.92, 52.09, 68.53, 49.31
model_PTC-Net_20250823_1745_epoch_020, 74.73, 55.44, 81.70, 58.64, 75.00, 57.06, 73.57, 63.06, 76.25, 58.55
model_PTC-Net_20250823_1745_epoch_030, 80.19, 62.60, 87.76, 70.03, 79.72, 63.31, 77.00, 67.19, 81.17, 65.79
model_PTC-Net_20250823_1745_epoch_040, 82.78, 66.03, 88.16, 69.78, 81.39, 66.47, 79.10, 68.81, 82.86, 67.77
model_PTC-Net_20250823_1745_epoch_050, 83.86, 67.64, 88.67, 71.20, 82.19, 68.41, 77.71, 67.95, 83.11, 68.80
model_PTC-Net_20250823_1745_epoch_060, 84.00, 68.06, 89.12, 71.72, 85.21, 69.63, 80.21, 70.10, 84.63, 69.88
model_PTC-Net_20250823_1745_epoch_070, 84.90, 69.21, 91.04, 74.35, 86.56, 72.59, 81.95, 73.23, 86.11, 72.35
model_PTC-Net_20250823_1745_epoch_080, 84.91, 69.38, 90.79, 75.46, 87.70, 71.51, 82.35, 73.76, 86.44, 72.52
model_PTC-Net_20250823_1745_epoch_090, 85.93, 70.70, 90.09, 74.62, 88.17, 73.92, 81.95, 72.72, 86.54, 72.99
model_PTC-Net_20250823_1745_epoch_100, 86.61, 71.40, 91.56, 76.94, 89.11, 75.82, 83.18, 74.86, 87.62, 74.75
model_PTC-Net_20250823_1745_epoch_110, 87.11, 72.25, 91.11, 77.33, 89.65, 76.36, 83.54, 75.62, 87.85, 75.39
