model_PTC-Net_20250822_1938_epoch_450, 91.06, 78.80, 94.78, 82.02, 92.14, 80.18, 88.83, 81.44, 91.70, 80.61
model_PTC-Net_20250822_1938_epoch_451, 91.44, 79.50, 94.91, 81.38, 91.73, 79.23, 89.06, 81.54, 91.79, 80.41
model_PTC-Net_20250822_1938_epoch_452, 91.50, 79.41, 94.72, 81.51, 91.80, 79.84, 88.98, 81.39, 91.75, 80.54
model_PTC-Net_20250822_1938_epoch_453, 91.48, 79.44, 94.72, 80.86, 91.94, 79.56, 88.88, 81.54, 91.75, 80.35
model_PTC-Net_20250822_1938_epoch_454, 91.37, 79.21, 94.53, 81.83, 92.14, 79.37, 89.06, 81.62, 91.77, 80.50
model_PTC-Net_20250822_1938_epoch_455, 91.27, 79.06, 94.46, 82.02, 92.27, 80.10, 89.23, 81.77, 91.81, 80.74
model_PTC-Net_20250822_1938_epoch_456, 91.62, 79.63, 94.98, 81.51, 91.67, 79.30, 88.88, 81.67, 91.79, 80.53
model_PTC-Net_20250822_1938_epoch_457, 91.29, 78.97, 94.59, 81.51, 91.94, 80.04, 89.08, 81.62, 91.72, 80.54
model_PTC-Net_20250822_1938_epoch_458, 91.22, 78.83, 94.59, 81.96, 92.34, 79.91, 88.98, 81.75, 91.78, 80.61
model_PTC-Net_20250822_1938_epoch_459, 91.48, 79.42, 94.40, 81.76, 91.73, 79.64, 89.01, 81.67, 91.66, 80.62
model_PTC-Net_20250822_1938_epoch_460, 91.63, 79.54, 94.53, 81.06, 92.01, 79.63, 88.98, 81.82, 91.78, 80.51
model_PTC-Net_20250822_1938_epoch_461, 91.49, 79.45, 95.04, 81.77, 91.40, 80.17, 89.21, 81.49, 91.79, 80.72
model_PTC-Net_20250822_1938_epoch_462, 91.40, 79.33, 95.11, 82.09, 91.80, 80.51, 89.36, 82.25, 91.92, 81.05
model_PTC-Net_20250822_1938_epoch_463, 91.34, 79.17, 94.72, 81.76, 91.87, 80.31, 89.13, 81.95, 91.77, 80.80
model_PTC-Net_20250822_1938_epoch_464, 91.56, 79.59, 94.91, 82.09, 91.87, 80.37, 89.56, 81.80, 91.98, 80.96
model_PTC-Net_20250822_1938_epoch_465, 91.51, 79.61, 94.72, 81.51, 91.53, 79.70, 88.70, 81.14, 91.62, 80.49
model_PTC-Net_20250822_1938_epoch_466, 91.54, 79.54, 95.17, 81.83, 91.46, 80.44, 89.31, 81.97, 91.87, 80.95
model_PTC-Net_20250822_1938_epoch_467, 91.59, 79.64, 94.46, 80.99, 91.73, 79.77, 88.86, 81.67, 91.66, 80.52
model_PTC-Net_20250822_1938_epoch_468, 91.45, 79.26, 94.79, 81.25, 91.47, 80.37, 89.21, 81.95, 91.73, 80.71
model_PTC-Net_20250822_1938_epoch_469, 91.65, 79.76, 94.78, 81.19, 91.73, 80.04, 89.13, 81.60, 91.83, 80.64
model_PTC-Net_20250822_1938_epoch_470, 91.52, 79.61, 94.72, 81.90, 91.33, 80.10, 88.91, 81.67, 91.62, 80.82
model_PTC-Net_20250822_1938_epoch_471, 91.53, 79.43, 94.91, 81.63, 91.80, 80.44, 89.56, 82.33, 91.95, 80.96
model_PTC-Net_20250822_1938_epoch_472, 91.59, 79.53, 95.04, 81.64, 91.87, 79.71, 89.34, 82.28, 91.96, 80.79
model_PTC-Net_20250822_1938_epoch_473, 91.57, 79.49, 94.85, 81.19, 91.33, 79.63, 89.08, 81.87, 91.71, 80.55
model_PTC-Net_20250822_1938_epoch_474, 91.68, 79.70, 94.40, 81.12, 91.46, 80.30, 89.34, 82.00, 91.72, 80.78
model_PTC-Net_20250822_1938_epoch_475, 91.48, 79.44, 94.79, 81.57, 91.93, 79.77, 89.21, 82.18, 91.85, 80.74
model_PTC-Net_20250822_1938_epoch_476, 91.55, 79.54, 94.79, 81.89, 92.01, 80.17, 89.59, 82.30, 91.98, 80.98
model_PTC-Net_20250822_1938_epoch_477, 91.61, 79.64, 94.72, 81.51, 91.80, 80.10, 88.88, 81.77, 91.75, 80.75
model_PTC-Net_20250822_1938_epoch_478, 91.59, 79.67, 95.04, 81.64, 91.87, 80.17, 89.38, 81.85, 91.97, 80.83
model_PTC-Net_20250822_1938_epoch_479, 91.55, 79.66, 94.72, 80.93, 91.73, 79.90, 89.11, 81.80, 91.78, 80.57
model_PTC-Net_20250822_1938_epoch_480, 91.45, 79.41, 94.53, 81.70, 91.60, 80.71, 89.38, 82.18, 91.74, 81.00
model_PTC-Net_20250822_1938_epoch_481, 91.49, 79.30, 94.72, 81.83, 92.00, 80.85, 89.51, 82.02, 91.93, 81.00
model_PTC-Net_20250822_1938_epoch_482, 91.63, 79.61, 94.85, 81.57, 91.40, 80.44, 89.18, 81.90, 91.77, 80.88
model_PTC-Net_20250822_1938_epoch_483, 91.59, 79.48, 95.04, 81.31, 91.67, 80.04, 89.08, 81.92, 91.84, 80.69
model_PTC-Net_20250822_1938_epoch_484, 91.58, 79.66, 94.79, 81.25, 91.33, 80.10, 89.13, 82.15, 91.71, 80.79
model_PTC-Net_20250822_1938_epoch_485, 91.52, 79.42, 94.92, 81.64, 91.60, 81.11, 89.21, 82.08, 91.81, 81.06
